Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,-9999
186,James Garner,eng ENG,MF,Everton,22-058,2001,6.1,12,1.97,7,2,1,1,1,0,4e015693
187,David de Gea,es ESP,GK,Manchester Utd,32-184,1990,34.0,4,0.12,2,2,0,0,0,0,7ba6d84e
188,Joe Gelhardt,eng ENG,FW,Leeds United,21-006,2002,2.4,4,1.70,4,0,0,0,0,0,01962d0d
189,Saman Ghoddos,ir IRN,MFDF,Brentford,29-246,1993,1.5,3,2.03,0,2,0,1,0,0,f7b1d4e0
190,Morgan Gibbs-White,eng ENG,FWMF,Wolves,23-103,2000,2.0,4,2.00,2,1,1,0,0,0,32f60ed8
191,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,23-103,2000,30.0,112,3.73,70,24,8,5,2,3,32f60ed8
192,Billy Gilmour,sct SCO,MF,Brighton,21-333,2001,3.8,11,2.91,11,0,0,0,0,0,df10e27c
193,Degnand Gnonto,it ITA,FWMF,Leeds United,19-186,2003,14.1,46,3.27,27,3,4,4,7,1,75fdd638
194,Ben Godfrey,eng ENG,DF,Everton,25-115,1998,8.9,4,0.45,4,0,0,0,0,0,9f7c837d
195,João Gomes,br BRA,MF,Wolves,22-087,2001,5.3,13,2.44,9,0,1,1,2,0,8b57ad2c
196,Toti Gomes,pt POR,DF,Wolves,24-114,1999,9.0,7,0.78,7,0,0,0,0,0,f0caab96
197,Joe Gomez,eng ENG,DF,Liverpool,25-352,1997,15.3,17,1.11,14,1,0,1,0,1,7a11550b
198,Sergio Gómez,es ESP,DFMF,Manchester City,22-248,2000,1.9,3,1.55,2,1,0,0,0,0,01e5f06e
199,Anthony Gordon,eng ENG,FWMF,Newcastle Utd,22-075,2001,4.4,13,2.95,8,1,1,1,1,1,2bd83368
200,Anthony Gordon,eng ENG,FW,Everton,22-075,2001,12.2,23,1.89,13,0,1,6,1,2,2bd83368
201,Demarai Gray,eng ENG,FWMF,Everton,26-316,1996,26.2,87,3.32,40,24,3,11,8,1,4468ec10
202,Jack Grealish,eng ENG,FW,Manchester City,27-242,1995,22.7,104,4.58,71,7,6,6,13,1,b0b4fd3e
203,Sam Greenwood,eng ENG,MFFW,Leeds United,21-104,2002,4.1,21,5.09,4,16,0,1,0,0,f3354c07
204,Pascal Groß,de GER,MFDF,Brighton,31-329,1991,31.2,127,4.07,83,36,1,5,1,1,8aec0537
205,Vicente Guaita,es ESP,GK,Crystal Palace,36-120,1987,27.0,1,0.04,1,0,0,0,0,0,ab13a5aa
206,Gonçalo Guedes,pt POR,FWMF,Wolves,26-162,1996,7.9,27,3.44,15,3,1,2,5,1,e6bc67d7
207,Marc Guéhi,eng ENG,DF,Crystal Palace,22-301,2000,34.0,22,0.65,18,1,0,2,1,0,d0706b27
208,Bruno Guimarães,br BRA,MF,Newcastle Utd,25-175,1997,26.3,87,3.31,71,1,2,1,10,2,82518f62
209,İlkay Gündoğan,de GER,MF,Manchester City,32-198,1990,24.3,87,3.58,68,7,2,4,4,2,819b3158
210,Darko Gyabi,eng ENG,FW,Leeds United,19-081,2004,0.1,0,0.00,0,0,0,0,0,0,56d838f7
211,Erling Haaland,no NOR,FW,Manchester City,22-293,2000,28.7,69,2.40,46,0,5,10,7,1,1f44ac21
212,Lewis Hall,eng ENG,DFMF,Chelsea,18-244,2004,3.4,12,3.55,7,2,0,1,2,0,da011f18
213,Luke Harris,wls WAL,MFFW,Fulham,18-037,2005,0.1,0,0.00,0,0,0,0,0,0,8c3078cd
214,Jack Harrison,eng ENG,FWMF,Leeds United,26-171,1996,27.7,110,3.96,64,27,7,5,5,2,aa849a12
215,Kai Havertz,de GER,FWMF,Chelsea,23-333,1999,26.1,58,2.23,50,2,1,4,1,0,fed7cb61
216,Jan Paul van Hecke,nl NED,DF,Brighton,22-336,2000,1.0,0,0.00,0,0,0,0,0,0,4fd08daa
217,Hwang Hee-chan,kr KOR,FWMF,Wolves,27-104,1996,10.5,24,2.28,20,0,2,1,1,0,169fd162
218,Dean Henderson,eng ENG,GK,Nott'ham Forest,26-059,1997,18.0,3,0.17,3,0,0,0,0,0,e5a76dfe
219,Jordan Henderson,eng ENG,MF,Liverpool,32-327,1990,21.1,62,2.94,56,1,0,3,0,2,935e6b8f
220,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,36-106,1987,2.0,0,0.00,0,0,0,0,0,0,76eca7e2
221,Rico Henry,eng ENG,DF,Brentford,25-306,1997,33.0,42,1.27,37,1,0,1,2,1,8a3c1dc7
222,Son Heung-min,kr KOR,MFFW,Tottenham,30-306,1992,29.3,110,3.76,65,26,6,9,4,0,92e7e919
223,Aaron Hickey,sct SCO,DF,Brentford,20-334,2002,18.6,17,0.91,11,1,1,2,2,0,1780bb4a
224,Joseph Hodge,ie IRL,MF,Wolves,20-238,2002,1.9,2,1.07,2,0,0,0,0,0,bd8a5d95
225,Rob Holding,eng ENG,DF,Arsenal,27-232,1995,6.3,6,0.95,4,0,1,1,0,0,d79a8c87
226,Mason Holgate,eng ENG,DF,Everton,26-200,1996,4.9,9,1.82,7,1,0,1,0,0,d0042ab9
227,Will Hughes,eng ENG,MF,Crystal Palace,28-023,1995,6.5,12,1.84,9,2,0,1,0,0,a0666d3e
228,Omari Hutchinson,eng ENG,FW,Chelsea,19-192,2003,0.3,1,3.91,1,0,0,0,0,0,bd9553e6
229,Pierre Højbjerg,dk DEN,MF,Tottenham,27-278,1995,33.8,96,2.84,89,0,2,2,1,2,8b04d6c1
230,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,26-219,1996,11.2,40,3.58,28,1,4,5,2,0,c92e1a31
231,Danny Ings,eng ENG,FW,West Ham,30-291,1992,6.4,5,0.78,4,0,1,0,0,0,07802f7f
232,Danny Ings,eng ENG,FW,Aston Villa,30-291,1992,9.2,16,1.75,12,0,2,2,0,0,07802f7f
233,Alexander Isak,se SWE,FW,Newcastle Utd,23-231,1999,13.0,38,2.93,21,0,5,9,2,1,8e92be30
234,Daniel Iversen,dk DEN,GK,Leicester City,25-295,1997,9.0,1,0.11,1,0,0,0,0,0,10d221cd
235,Alex Iwobi,ng NGA,MFFW,Everton,27-007,1996,34.5,113,3.27,85,8,8,7,3,2,6ca5ec4b
236,Daniel James,wls WAL,FW,Leeds United,25-181,1997,2.2,4,1.82,3,0,0,0,1,0,c931d9f9
237,Daniel James,wls WAL,FW,Fulham,25-181,1997,6.8,11,1.62,10,0,0,0,1,0,c931d9f9
238,Reece James,eng ENG,DFMF,Chelsea,23-153,1999,13.8,47,3.40,36,5,3,2,1,0,1265a93a
239,Vitaly Janelt,de GER,MFDF,Brentford,25-000,1998,21.5,42,1.95,35,1,2,2,0,2,8449d35e
240,Pontus Jansson,se SWE,DF,Brentford,32-086,1991,8.0,2,0.25,1,0,0,1,0,0,172e52d8
241,Mathias Jensen,dk DEN,MF,Brentford,27-129,1996,29.6,95,3.21,45,42,1,3,3,1,0f134faf
242,Gabriel Jesus,br BRA,FW,Arsenal,26-037,1997,20.1,77,3.83,37,1,12,11,13,3,b66315ae
243,Raúl Jiménez,mx MEX,FW,Wolves,32-005,1991,8.3,16,1.94,11,0,1,3,1,0,b561db50
244,Joelinton,br BRA,MFFW,Newcastle Utd,26-269,1996,27.6,76,2.76,51,1,9,8,7,0,c17bfb65
245,Ben Johnson,eng ENG,DF,West Ham,23-106,2000,8.6,8,0.93,7,0,1,0,0,0,9319781b
246,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,21-352,2001,31.4,55,1.75,36,0,6,7,5,1,0cd31129
247,Sam Johnstone,eng ENG,GK,Crystal Palace,30-046,1993,6.0,0,0.00,0,0,0,0,0,0,9e5708be
248,Curtis Jones,eng ENG,MF,Liverpool,22-100,2001,9.3,31,3.35,26,0,2,1,1,1,4fb9c88f
249,Jorginho,it ITA,MF,Arsenal,31-141,1991,6.8,14,2.05,13,0,0,0,0,1,45db685d
250,Jorginho,it ITA,MF,Chelsea,31-141,1991,14.2,29,2.04,29,0,0,0,0,0,45db685d
251,Mateo Joseph,eng ENG,FWMF,Leeds United,19-203,2003,0.3,0,0.00,0,0,0,0,0,0,6ad43f9a
252,Diogo Jota,pt POR,FW,Liverpool,26-157,1996,11.1,28,2.53,19,0,3,4,2,0,178ae8f8
253,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,23-083,2000,4.7,20,4.22,12,7,1,0,0,0,570bb4b9
254,James Justin,eng ENG,DF,Leicester City,25-076,1998,13.9,21,1.51,17,0,2,0,2,0,fb614c44
255,Mathias Jørgensen,dk DEN,DF,Brentford,33-017,1990,11.1,6,0.54,4,2,0,0,0,0,0db5d2c8
256,Sasa Kalajdzic,at AUT,FW,Wolves,25-307,1997,0.5,0,0.00,0,0,0,0,0,0,15f24fe7
257,Boubacar Kamara,fr FRA,MF,Aston Villa,23-168,1999,17.5,22,1.26,18,0,1,0,3,0,cc77354e
258,Harry Kane,eng ENG,FW,Tottenham,29-286,1993,34.8,125,3.59,85,2,12,12,11,3,21a66f6a
259,N'Golo Kanté,fr FRA,MF,Chelsea,32-042,1991,5.8,24,4.17,22,0,1,1,0,0,b9fbae28
260,Michael Keane,eng ENG,DF,Everton,30-119,1993,10.3,7,0.68,6,0,0,1,0,0,c5b7c315
261,Neeskens Kebano,cd COD,FW,Fulham,31-061,1992,8.3,23,2.76,16,2,0,2,3,0,18b999f4
262,Thilo Kehrer,de GER,DF,West Ham,26-231,1996,23.3,23,0.99,16,4,0,3,0,0,51dbeea9
263,Naby Keïta,gn GUI,MF,Liverpool,28-089,1995,3.3,12,3.67,10,0,0,2,0,0,f25c8e3a
264,Lloyd Kelly,eng ENG,DF,Bournemouth,24-216,1998,19.7,14,0.71,11,1,0,1,1,0,f31def1e
265,Max Kilman,eng ENG,DF,Wolves,25-352,1997,35.0,21,0.60,19,0,0,1,1,0,d0f72bf1
266,Jakub Kiwior,pl POL,DF,Arsenal,23-084,2000,2.2,0,0.00,0,0,0,0,0,0,dc3e663e
267,Mateusz Klich,pl POL,MFFW,Leeds United,32-331,1990,3.1,7,2.26,7,0,0,0,0,0,282679b4
268,Robin Koch,de GER,DF,Leeds United,26-297,1996,32.3,11,0.34,7,2,0,2,0,0,ea6bc03a
269,Ibrahima Konaté,fr FRA,DF,Liverpool,23-350,1999,15.2,15,0.98,10,0,1,2,1,1,5ed9b537
270,Ezri Konsa,eng ENG,DF,Aston Villa,25-199,1997,33.9,14,0.41,13,0,0,1,0,0,0313a347
271,Kalidou Koulibaly,sn SEN,DF,Chelsea,31-324,1991,19.9,21,1.06,17,0,0,2,0,2,da974c7b
272,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-140,1989,9.3,8,0.86,8,0,0,0,0,0,8d3c902d
273,Mateo Kovačić,hr CRO,MF,Chelsea,29-004,1994,18.2,61,3.34,52,1,2,4,0,2,79c0821a
274,Emil Krafth,se SWE,DF,Newcastle Utd,28-281,1994,0.0,0,0.00,0,0,0,0,0,0,77cf6852
275,Dejan Kulusevski,se SWE,MFFW,Tottenham,23-015,2000,21.1,86,4.08,65,2,13,5,0,1,df3cda47
276,Layvin Kurzawa,fr FRA,DF,Fulham,30-248,1992,1.5,0,0.00,0,0,0,0,0,0,41e7ef1c
277,Adam Lallana,eng ENG,MFFW,Brighton,35-000,1988,8.0,22,2.75,22,0,0,0,0,0,99813635
278,Tariq Lamptey,gh GHA,DF,Brighton,22-222,2000,5.0,14,2.78,12,0,1,0,1,0,f4e433d4
279,Manuel Lanzini,ar ARG,MFFW,West Ham,30-084,1993,1.7,2,1.21,1,0,0,1,0,0,26f6dca8
280,Aymeric Laporte,es ESP,DF,Manchester City,28-348,1994,8.2,16,1.96,15,0,0,1,0,0,119b9a8e
281,Juan Larios,es ESP,DF,Southampton,19-118,2004,1.7,1,0.59,1,0,0,0,0,0,cf7fb13a
282,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29-180,1993,2.4,1,0.41,0,0,0,1,0,0,450ab6fc
283,Roméo Lavia,be BEL,MF,Southampton,19-124,2004,22.1,38,1.72,29,2,3,1,3,0,ecad9aa5
284,Dexter Lembikisa,jm JAM,DF,Wolves,19-187,2003,0.3,1,3.91,1,0,0,0,0,0,0bdda685
285,Mario Lemina,ga GAB,MF,Wolves,29-251,1993,12.4,7,0.56,5,0,0,0,0,2,2b471f99
286,Clément Lenglet,fr FRA,DF,Tottenham,27-327,1995,19.4,21,1.08,18,1,0,0,1,1,4f28a6ff
287,Bernd Leno,de GER,GK,Fulham,31-067,1992,33.0,2,0.06,2,0,0,0,0,0,2628fd2b
288,Jefferson Lerma,co COL,MF,Bournemouth,28-197,1994,33.1,45,1.36,40,2,0,2,1,0,9b5ce51a
289,Jamal Lewis,nir NIR,DF,Newcastle Utd,25-105,1998,0.1,0,0.00,0,0,0,0,0,0,efb9215a
290,Rico Lewis,eng ENG,DFMF,Manchester City,18-170,2004,7.0,20,2.84,17,1,0,1,1,0,b57e066e
291,Keane Lewis-Potter,eng ENG,FWMF,Brentford,22-077,2001,3.6,8,2.24,2,0,2,4,0,0,41f08ac8
292,Victor Lindelöf,se SWE,DF,Manchester Utd,28-297,1994,11.2,1,0.09,1,0,0,0,0,0,f5deef4c
293,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,30-146,1992,10.3,25,2.44,18,1,2,3,1,0,810e3c74
294,Diego Llorente,es ESP,DF,Leeds United,29-267,1993,7.2,6,0.83,5,0,0,1,0,0,bba30585
295,Hugo Lloris,fr FRA,GK,Tottenham,36-135,1986,24.5,5,0.20,5,0,0,0,0,0,8f62b6ee
296,Renan Lodi,br BRA,DF,Nott'ham Forest,25-032,1998,22.1,24,1.09,18,4,0,1,1,0,ed9f7cfe
297,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,27-107,1996,14.9,29,1.94,24,0,3,1,1,0,e97fd090
298,Sean Longstaff,eng ENG,MF,Newcastle Utd,25-192,1997,27.0,59,2.19,43,1,2,7,6,0,a2b105e0
299,Jamal Lowe,jm JAM,MFFW,Bournemouth,28-293,1994,0.1,0,0.00,0,0,0,0,0,0,b2856bc0
300,Douglas Luiz,br BRA,MF,Aston Villa,25-001,1998,29.6,86,2.91,55,23,4,1,1,2,6f7d826d
301,Saša Lukić,rs SRB,MF,Fulham,26-270,1996,3.7,5,1.35,4,0,0,0,0,1,c6e8cf1f
302,Lyanco,br BRA,DF,Southampton,26-098,1997,10.1,9,0.89,6,1,1,1,0,0,b5bf1770
303,Alexis Mac Allister,ar ARG,MF,Brighton,24-137,1998,28.2,89,3.15,61,7,8,7,4,2,83d074ff
304,James Maddison,eng ENG,MFFW,Leicester City,26-168,1996,25.1,132,5.27,71,29,11,7,12,2,ee38d9c5
305,Noni Madueke,eng ENG,FW,Chelsea,21-061,2002,4.2,10,2.36,6,0,3,1,0,0,bf34eebd
306,Harry Maguire,eng ENG,DF,Manchester Utd,30-066,1993,7.4,5,0.67,5,0,0,0,0,0,d8931174
307,Riyad Mahrez,dz ALG,FWMF,Manchester City,32-078,1991,17.5,98,5.59,61,14,6,10,5,2,892d5bb1
308,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-021,2005,0.1,2,16.36,2,0,0,0,0,0,c6220452
309,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,25-254,1997,14.7,24,1.63,22,0,1,0,1,0,e3a5814e
310,Tyrell Malacia,nl NED,DF,Manchester Utd,23-266,1999,14.0,14,1.00,14,0,0,0,0,0,6b6c793c
311,Orel Mangala,be BEL,MF,Nott'ham Forest,25-053,1998,14.4,11,0.76,10,0,0,0,1,0,a572e291
312,Javier Manquillo,es ESP,DF,Newcastle Utd,29-005,1994,0.4,1,2.50,0,0,0,0,0,1,758dd7f0
313,Sekou Mara,fr FRA,FWMF,Southampton,20-284,2002,5.8,12,2.06,8,0,3,0,0,1,3544641e
314,Solly March,eng ENG,FWDF,Brighton,28-294,1994,30.2,140,4.64,91,15,19,9,4,2,bb5fbd2b
315,Emiliano Marcondes,dk DEN,MF,Bournemouth,28-062,1995,0.1,0,0.00,0,0,0,0,0,0,4d960fc3
316,Marquinhos,br BRA,MF,Arsenal,20-033,2003,0.0,0,0.00,0,0,0,0,0,0,59878425
317,Anthony Martial,fr FRA,FW,Manchester Utd,27-156,1995,8.5,22,2.61,16,0,1,3,1,1,8b788c01
318,Martinelli,br BRA,FW,Arsenal,21-326,2001,30.8,127,4.12,89,8,12,12,4,2,48a5a5d6
319,Emiliano Martínez,ar ARG,GK,Aston Villa,30-250,1992,31.9,5,0.16,3,2,0,0,0,0,7956236f
320,Lisandro Martínez,ar ARG,DF,Manchester Utd,25-112,1998,23.5,18,0.77,16,0,0,1,0,1,bac46a10
321,Pape Matar Sarr,sn SEN,MF,Tottenham,20-238,2002,2.2,2,0.93,2,0,0,0,0,0,feb5d972
322,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25-316,1997,8.2,7,0.86,3,0,0,2,2,0,50e6dc35
323,Joël Matip,cm CMR,DF,Liverpool,31-275,1991,11.1,15,1.35,13,0,0,2,0,0,b217ef29
324,Neal Maupay,fr FRA,FW,Everton,26-269,1996,11.8,18,1.52,12,0,1,2,3,0,4bcf39f6
325,Kevin Mbabu,ch SUI,DFFW,Fulham,28-021,1995,1.6,3,1.87,2,0,1,0,0,0,493924a7
326,Bryan Mbeumo,cm CMR,FW,Brentford,23-276,1999,29.3,87,2.97,57,24,5,0,1,0,6afaebf2
327,James McArthur,sct SCO,MF,Crystal Palace,35-215,1987,0.2,0,0.00,0,0,0,0,0,0,cee31595
328,Alex McCarthy,eng ENG,GK,Southampton,33-158,1989,3.0,0,0.00,0,0,0,0,0,0,36c2ca73
329,John McGinn,sct SCO,MFFW,Aston Villa,28-204,1994,26.9,75,2.79,53,10,3,3,5,1,90f91999
330,Scott McKenna,sct SCO,DF,Nott'ham Forest,26-179,1996,17.5,10,0.57,10,0,0,0,0,0,4e5a4cbc
331,Weston McKennie,us USA,MF,Leeds United,24-255,1998,13.4,23,1.72,22,0,0,1,0,0,01c3aff5
332,Dwight McNeil,eng ENG,FWMF,Everton,23-169,1999,24.8,94,3.80,48,28,9,5,2,2,fc15fb84
333,Scott McTominay,sct SCO,MF,Manchester Utd,26-153,1996,12.5,22,1.76,17,0,1,2,2,0,d93c2511
334,Ben Mee,eng ENG,DF,Brentford,33-231,1989,33.3,26,0.78,20,0,1,4,1,0,8df7a2fb
335,Edouard Mendy,sn SEN,GK,Chelsea,31-070,1992,8.5,0,0.00,0,0,0,0,0,0,33887998
336,Nampalys Mendy,sn SEN,MF,Leicester City,30-321,1992,8.2,9,1.11,5,0,1,0,1,2,1598599e
337,Chris Mepham,wls WAL,DF,Bournemouth,25-186,1997,23.4,8,0.34,6,0,0,2,0,0,fed96827
338,Illan Meslier,fr FRA,GK,Leeds United,23-069,2000,34.0,4,0.12,2,2,0,0,0,0,6b625ac2
339,Alexander Mighten,eng ENG,FW,Nott'ham Forest,21-029,2002,0.1,0,0.00,0,0,0,0,0,0,10ec4169
340,Luka Milivojević,rs SRB,MF,Crystal Palace,32-033,1991,5.7,3,0.53,1,1,0,1,0,0,2ce2508a
341,James Milner,eng ENG,MFDF,Liverpool,37-126,1986,8.7,32,3.67,23,4,3,2,0,0,2f90f6b8
342,Yerry Mina,co COL,DF,Everton,28-229,1994,3.6,1,0.28,1,0,0,0,0,0,6d5701f2
343,Tyrone Mings,eng ENG,DF,Aston Villa,30-058,1993,32.0,21,0.66,17,0,0,2,2,0,8397a50c
344,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-251,1999,29.1,31,1.06,26,1,2,0,0,2,5cbd1eb0
345,Kaoru Mitoma,jp JPN,FW,Brighton,25-355,1997,21.5,94,4.37,67,1,16,5,3,2,74618572
346,Aleksandar Mitrović,rs SRB,FW,Fulham,28-236,1994,20.1,53,2.63,24,0,9,13,6,1,3925dbd6
347,Kieffer Moore,wls WAL,FW,Bournemouth,30-275,1992,13.2,17,1.29,13,0,1,0,3,0,01ce9e70
348,Andrew Moran,ie IRL,FW,Brighton,19-207,2003,0.1,0,0.00,0,0,0,0,0,0,c4720845
349,Álex Moreno,es ESP,DF,Aston Villa,29-336,1993,13.6,33,2.42,30,0,2,1,0,0,16e9d0ea
350,Mason Mount,eng ENG,MFFW,Chelsea,24-120,1999,18.3,57,3.11,42,9,2,2,2,0,9674002f
351,Lucas Moura,br BRA,MFDF,Tottenham,30-270,1992,1.4,7,4.96,5,0,0,0,1,1,2b622f01
352,João Moutinho,pt POR,MF,Wolves,36-244,1986,19.8,66,3.34,49,14,0,2,1,0,f5a00fa4
353,Divin Mubama,eng ENG,FW,West Ham,18-197,2004,0.0,0,0.00,0,0,0,0,0,0,92868cb5
354,Mykhailo Mudryk,ua UKR,FW,Chelsea,22-125,2001,6.4,19,2.99,12,2,1,1,3,0,049a888d
355,Jacob Murphy,eng ENG,FW,Newcastle Utd,28-075,1995,13.5,49,3.63,37,0,4,2,5,1,de112b84
356,Enock Mwepu,zm ZAM,FWMF,Brighton,25-129,1998,2.4,7,2.96,6,0,1,0,0,0,1d5cab82
357,Vitaliy Mykolenko,ua UKR,DF,Everton,23-346,1999,29.5,46,1.56,41,1,0,2,2,0,30d4a2e5
358,Keylor Navas,cr CRC,GK,Nott'ham Forest,36-146,1986,15.0,3,0.20,2,1,0,0,0,0,ecada4fc
359,Wilfred Ndidi,ng NGA,MFDF,Leicester City,26-145,1996,17.0,12,0.71,12,0,0,0,0,0,6b47c5db
360,Reiss Nelson,eng ENG,FW,Arsenal,23-151,1999,1.7,16,9.60,11,0,2,2,1,0,c5bdb6e3
361,Neto,br BRA,GK,Bournemouth,33-295,1989,24.5,1,0.04,1,0,0,0,0,0,a9dc785c
362,Pedro Neto,pt POR,FWMF,Wolves,23-062,2000,10.2,40,3.91,23,5,2,4,5,1,7ba2eaa9
363,Rúben Neves,pt POR,MF,Wolves,26-058,1997,31.1,72,2.32,51,8,3,4,2,4,44bfb6c5
364,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27-063,1996,9.9,8,0.81,4,4,0,0,0,0,00242715
365,Rasmus Nissen,dk DEN,DF,Leeds United,25-303,1997,18.8,24,1.28,20,1,2,1,0,0,39769cff
366,Eddie Nketiah,eng ENG,FW,Arsenal,23-345,1999,11.5,28,2.43,13,0,6,6,3,0,a53649b7
367,Matheus Nunes,pt POR,MF,Wolves,24-256,1998,25.7,57,2.22,47,2,4,2,2,0,e6af02e0
368,Darwin Núñez,uy URU,FW,Liverpool,23-320,1999,18.8,54,2.87,35,1,4,7,7,0,4d77b365
369,Ethan Nwaneri,eng ENG,FW,Arsenal,16-050,2007,0.0,0,0.00,0,0,0,0,0,0,7f94982c
370,Christian Nørgaard,dk DEN,MF,Brentford,29-061,1994,19.6,32,1.63,24,1,1,4,2,0,df0a4c90
371,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-208,1998,6.5,21,3.24,14,0,1,1,3,2,089667a5
